id,data,voto,clube,sexo,idade
17160,2016-04-01,Concorda,Outro,Masculino,26
17161,2016-04-01,Concorda,SSPCOR,Feminino,21
17162,2016-04-01,Concorda,Palmeiras,Feminino,83
17163,2016-04-01,Concorda,SSPCOR,Masculino,29
17164,2016-04-01,Concorda,SSPCOR,Feminino,85
17165,2016-04-01,Não sabe,Outro,Feminino,65
17166,2016-04-01,Discorda,SSPCOR,Masculino,36
17167,2016-04-01,Não sabe,Outro,Feminino,52
17168,2016-04-01,Concorda,Palmeiras,Masculino,29
17169,2016-04-01,Não sabe,Outro,Feminino,61
17170,2016-04-01,Não sabe,Outro,Feminino,46
17171,2016-04-01,Concorda,Palmeiras,Feminino,45
17172,2016-04-02,Concorda,Palmeiras,Masculino,20
17173,2016-04-02,Concorda,Palmeiras,Feminino,73
17174,2016-04-02,Concorda,Outro,Masculino,41
17175,2016-04-02,Concorda,Outro,Masculino,46
17176,2016-04-02,Concorda,Outro,Masculino,59
17177,2016-04-02,Concorda,SSPCOR,Feminino,31
17178,2016-04-02,Concorda,Palmeiras,Feminino,34
17179,2016-04-02,Concorda,Palmeiras,Masculino,45
17180,2016-04-02,Concorda,SSPCOR,Feminino,46
17181,2016-04-02,Concorda,Palmeiras,Masculino,85
17182,2016-04-02,Não sabe,SSPCOR,Masculino,47
17183,2016-04-02,Concorda,SSPCOR,Masculino,30
17184,2016-04-02,Concorda,SSPCOR,Feminino,27
17185,2016-04-02,Concorda,SSPCOR,Feminino,23
17186,2016-04-02,Concorda,Outro,Masculino,31
17187,2016-04-02,Concorda,SSPCOR,Feminino,36
17188,2016-04-02,Concorda,SSPCOR,Masculino,74
17189,2016-04-02,Não sabe,Outro,Masculino,85
17190,2016-04-02,Concorda,Palmeiras,Masculino,57
17191,2016-04-02,Não sabe,Outro,Feminino,61
17192,2016-04-02,Discorda,SSPCOR,Feminino,66
17193,2016-04-02,Concorda,Outro,Masculino,20
17194,2016-04-02,Concorda,SSPCOR,Masculino,63
17195,2016-04-02,Discorda,Outro,Masculino,68
17196,2016-04-02,Não sabe,Outro,Feminino,23
17197,2016-04-02,Concorda,Palmeiras,Feminino,42
17198,2016-04-02,Concorda,SSPCOR,Feminino,52
17199,2016-04-02,Não sabe,Outro,Feminino,54
17200,2016-04-02,Concorda,Palmeiras,Feminino,85
17201,2016-04-02,Não sabe,Outro,Feminino,48
17202,2016-04-02,Concorda,Palmeiras,Masculino,22
17203,2016-04-03,Concorda,Outro,Masculino,63
17204,2016-04-03,Concorda,Outro,Masculino,59
17205,2016-04-03,Concorda,SSPCOR,Masculino,22
17206,2016-04-03,Discorda,SSPCOR,Masculino,67
17207,2016-04-03,Não sabe,Outro,Feminino,65
17208,2016-04-03,Discorda,Palmeiras,Masculino,43
17209,2016-04-03,Não sabe,Outro,Feminino,28
17210,2016-04-03,Concorda,SSPCOR,Masculino,75
17211,2016-04-03,Concorda,Palmeiras,Masculino,52
17212,2016-04-03,Concorda,Outro,Masculino,34
17213,2016-04-03,Concorda,Outro,Masculino,45
17214,2016-04-03,Concorda,Palmeiras,Masculino,20
17215,2016-04-03,Concorda,Palmeiras,Masculino,22
17216,2016-04-03,Não sabe,Outro,Feminino,34
17217,2016-04-03,Não sabe,Outro,Feminino,47
17218,2016-04-03,Concorda,Outro,Masculino,39
17219,2016-04-03,Concorda,Outro,Masculino,45
17220,2016-04-03,Concorda,Outro,Masculino,23
17221,2016-04-03,Concorda,SSPCOR,Masculino,56
17222,2016-04-03,Concorda,Outro,Masculino,33
17223,2016-04-03,Concorda,Outro,Masculino,57
17224,2016-04-03,Concorda,Palmeiras,Feminino,21
17225,2016-04-03,Concorda,SSPCOR,Masculino,19
17226,2016-04-03,Concorda,Palmeiras,Masculino,38
17227,2016-04-03,Concorda,Palmeiras,Masculino,32
17228,2016-04-03,Não sabe,Outro,Feminino,44
17229,2016-04-03,Concorda,Outro,Masculino,29
17230,2016-04-03,Concorda,Palmeiras,Feminino,26
17231,2016-04-03,Concorda,Palmeiras,Feminino,46
17232,2016-04-03,Concorda,SSPCOR,Feminino,39
17233,2016-04-03,Concorda,Outro,Masculino,36
17234,2016-04-04,Não sabe,Outro,Feminino,37
17235,2016-04-04,Concorda,SSPCOR,Feminino,51
17236,2016-04-04,Concorda,Outro,Masculino,48
17237,2016-04-04,Concorda,Palmeiras,Feminino,67
17238,2016-04-04,Concorda,SSPCOR,Masculino,53
17239,2016-04-04,Discorda,Outro,Masculino,68
17240,2016-04-04,Concorda,Palmeiras,Masculino,70
17241,2016-04-04,Concorda,Outro,Masculino,33
17242,2016-04-04,Concorda,Palmeiras,Feminino,46
17243,2016-04-04,Concorda,SSPCOR,Feminino,45
17244,2016-04-04,Concorda,SSPCOR,Masculino,64
17245,2016-04-04,Não sabe,Outro,Feminino,35
17246,2016-04-04,Concorda,SSPCOR,Feminino,27
17247,2016-04-04,Não sabe,Outro,Masculino,79
17248,2016-04-04,Concorda,Outro,Masculino,19
17249,2016-04-04,Não sabe,Outro,Feminino,62
17250,2016-04-04,Concorda,Outro,Masculino,18
17251,2016-04-04,Não sabe,Outro,Feminino,27
17252,2016-04-04,Concorda,SSPCOR,Feminino,34
17253,2016-04-04,Concorda,Outro,Masculino,48
17254,2016-04-04,Concorda,Palmeiras,Feminino,22
17255,2016-04-04,Concorda,SSPCOR,Masculino,46
17256,2016-04-04,Discorda,SSPCOR,Masculino,77
17257,2016-04-04,Concorda,Palmeiras,Feminino,80
17258,2016-04-04,Não sabe,Outro,Feminino,34
17259,2016-04-04,Discorda,SSPCOR,Feminino,25
17260,2016-04-04,Concorda,SSPCOR,Masculino,75
17261,2016-04-04,Concorda,Outro,Masculino,48
17262,2016-04-04,Discorda,SSPCOR,Feminino,83
17263,2016-04-04,Concorda,Outro,Masculino,47
17264,2016-04-04,Concorda,Palmeiras,Feminino,28
17265,2016-04-04,Não sabe,Outro,Feminino,42
17266,2016-04-04,Concorda,Palmeiras,Feminino,54
17267,2016-04-04,Concorda,SSPCOR,Masculino,62
17268,2016-04-04,Concorda,SSPCOR,Feminino,48
17269,2016-04-04,Concorda,Palmeiras,Masculino,65
17270,2016-04-04,Não sabe,Palmeiras,Feminino,40
17271,2016-04-04,Não sabe,Outro,Feminino,26
17272,2016-04-04,Concorda,Outro,Masculino,22
17273,2016-04-04,Concorda,Palmeiras,Feminino,60
17274,2016-04-04,Concorda,Palmeiras,Masculino,85
17275,2016-04-05,Concorda,SSPCOR,Masculino,62
17276,2016-04-05,Concorda,SSPCOR,Feminino,25
17277,2016-04-05,Concorda,Outro,Masculino,55
17278,2016-04-05,Concorda,Palmeiras,Feminino,60
17279,2016-04-05,Concorda,SSPCOR,Masculino,33
17280,2016-04-05,Discorda,SSPCOR,Feminino,34
17281,2016-04-05,Não sabe,Outro,Feminino,85
17282,2016-04-05,Concorda,Palmeiras,Feminino,55
17283,2016-04-05,Não sabe,Outro,Feminino,20
17284,2016-04-05,Não sabe,Outro,Feminino,52
17285,2016-04-05,Discorda,Palmeiras,Masculino,75
17286,2016-04-05,Discorda,SSPCOR,Masculino,31
17287,2016-04-05,Concorda,Palmeiras,Masculino,72
17288,2016-04-05,Não sabe,Outro,Feminino,67
17289,2016-04-05,Concorda,Outro,Masculino,62
17290,2016-04-05,Concorda,SSPCOR,Masculino,85
17291,2016-04-05,Concorda,Palmeiras,Masculino,85
17292,2016-04-05,Concorda,Outro,Masculino,33
17293,2016-04-05,Concorda,Palmeiras,Masculino,46
17294,2016-04-05,Não sabe,Outro,Feminino,59
17295,2016-04-05,Discorda,SSPCOR,Feminino,40
17296,2016-04-05,Concorda,SSPCOR,Masculino,82
17297,2016-04-05,Concorda,Palmeiras,Feminino,33
17298,2016-04-05,Concorda,SSPCOR,Masculino,47
17299,2016-04-05,Não sabe,Palmeiras,Masculino,63
17300,2016-04-05,Concorda,Outro,Masculino,80
17301,2016-04-05,Não sabe,Outro,Feminino,46
17302,2016-04-05,Concorda,Palmeiras,Feminino,44
17303,2016-04-05,Não sabe,Outro,Feminino,72
17304,2016-04-05,Concorda,SSPCOR,Masculino,23
17305,2016-04-05,Concorda,SSPCOR,Feminino,25
17306,2016-04-05,Concorda,Palmeiras,Feminino,20
17307,2016-04-05,Concorda,Outro,Masculino,64
17308,2016-04-05,Concorda,Outro,Masculino,54
17309,2016-04-05,Discorda,Outro,Masculino,78
17310,2016-04-05,Não sabe,Outro,Feminino,36
17311,2016-04-05,Não sabe,SSPCOR,Feminino,32
17312,2016-04-05,Não sabe,Outro,Feminino,45
17313,2016-04-05,Concorda,SSPCOR,Feminino,51
17314,2016-04-05,Não sabe,Outro,Feminino,72
17315,2016-04-05,Concorda,Palmeiras,Feminino,50
17316,2016-04-05,Concorda,Palmeiras,Masculino,31
17317,2016-04-05,Concorda,Outro,Masculino,35
17318,2016-04-05,Discorda,Outro,Masculino,80
17319,2016-04-05,Discorda,SSPCOR,Masculino,83
17320,2016-04-05,Concorda,Palmeiras,Feminino,51
17321,2016-04-05,Não sabe,Outro,Masculino,70
17322,2016-04-05,Concorda,Outro,Masculino,41
17323,2016-04-05,Não sabe,SSPCOR,Feminino,81
17324,2016-04-05,Não sabe,Outro,Feminino,73
17325,2016-04-05,Não sabe,Outro,Feminino,57
17326,2016-04-05,Concorda,Palmeiras,Masculino,19
17327,2016-04-05,Concorda,Outro,Masculino,43
17328,2016-04-05,Discorda,SSPCOR,Feminino,67
17329,2016-04-05,Não sabe,Outro,Feminino,31
17330,2016-04-05,Concorda,Palmeiras,Feminino,66
17331,2016-04-06,Concorda,Palmeiras,Masculino,24
17332,2016-04-06,Concorda,Palmeiras,Feminino,31
17333,2016-04-06,Concorda,SSPCOR,Feminino,47
17334,2016-04-06,Não sabe,Outro,Feminino,39
17335,2016-04-06,Concorda,SSPCOR,Feminino,41
17336,2016-04-06,Não sabe,Outro,Feminino,75
17337,2016-04-06,Concorda,Outro,Masculino,28
17338,2016-04-06,Concorda,Palmeiras,Masculino,30
17339,2016-04-06,Não sabe,Outro,Masculino,73
17340,2016-04-06,Concorda,Outro,Masculino,51
17341,2016-04-06,Discorda,SSPCOR,Masculino,20
17342,2016-04-06,Concorda,Palmeiras,Masculino,81
17343,2016-04-06,Concorda,Outro,Masculino,30
17344,2016-04-06,Concorda,Palmeiras,Feminino,39
17345,2016-04-06,Não sabe,Outro,Masculino,81
17346,2016-04-06,Não sabe,Outro,Feminino,42
17347,2016-04-06,Não sabe,Outro,Feminino,75
17348,2016-04-06,Não sabe,Outro,Feminino,66
17349,2016-04-06,Concorda,Outro,Masculino,63
17350,2016-04-06,Concorda,Palmeiras,Feminino,42
17351,2016-04-06,Não sabe,Outro,Feminino,30
17352,2016-04-06,Não sabe,Outro,Feminino,78
17353,2016-04-06,Discorda,SSPCOR,Feminino,32
17354,2016-04-06,Concorda,Outro,Masculino,42
17355,2016-04-06,Não sabe,Outro,Feminino,56
17356,2016-04-06,Concorda,Palmeiras,Masculino,39
17357,2016-04-06,Discorda,SSPCOR,Feminino,28
17358,2016-04-06,Concorda,Outro,Masculino,33
17359,2016-04-06,Discorda,Palmeiras,Masculino,84
17360,2016-04-06,Concorda,SSPCOR,Feminino,59
17361,2016-04-06,Concorda,SSPCOR,Feminino,42
17362,2016-04-07,Concorda,Palmeiras,Feminino,61
17363,2016-04-07,Concorda,Palmeiras,Feminino,61
17364,2016-04-07,Não sabe,Outro,Feminino,34
17365,2016-04-07,Concorda,SSPCOR,Feminino,71
17366,2016-04-07,Concorda,Palmeiras,Masculino,72
17367,2016-04-07,Discorda,SSPCOR,Feminino,32
17368,2016-04-07,Concorda,Palmeiras,Masculino,55
17369,2016-04-07,Concorda,Palmeiras,Feminino,67
17370,2016-04-07,Não sabe,Outro,Feminino,56
17371,2016-04-07,Concorda,Outro,Masculino,59
17372,2016-04-07,Concorda,Outro,Masculino,51
17373,2016-04-07,Concorda,Palmeiras,Feminino,38
17374,2016-04-07,Concorda,Palmeiras,Feminino,53
17375,2016-04-07,Concorda,Palmeiras,Masculino,51
17376,2016-04-07,Concorda,Palmeiras,Feminino,17
17377,2016-04-07,Concorda,Palmeiras,Feminino,54
17378,2016-04-07,Discorda,SSPCOR,Masculino,71
17379,2016-04-07,Discorda,Outro,Masculino,77
17380,2016-04-07,Concorda,Outro,Masculino,31
17381,2016-04-07,Concorda,Outro,Masculino,25
17382,2016-04-07,Não sabe,Outro,Feminino,79
17383,2016-04-07,Concorda,SSPCOR,Feminino,19
17384,2016-04-07,Não sabe,Outro,Feminino,81
17385,2016-04-07,Concorda,SSPCOR,Feminino,58
17386,2016-04-07,Concorda,SSPCOR,Feminino,50
17387,2016-04-07,Concorda,SSPCOR,Feminino,67
17388,2016-04-07,Concorda,Outro,Masculino,43
17389,2016-04-07,Concorda,Palmeiras,Masculino,60
17390,2016-04-07,Não sabe,Outro,Masculino,66
17391,2016-04-07,Concorda,Palmeiras,Masculino,80
17392,2016-04-07,Concorda,Palmeiras,Feminino,56
17393,2016-04-08,Concorda,SSPCOR,Masculino,16
17394,2016-04-08,Concorda,Outro,Masculino,66
17395,2016-04-08,Concorda,Palmeiras,Feminino,81
17396,2016-04-08,Concorda,SSPCOR,Feminino,79
17397,2016-04-08,Concorda,Outro,Masculino,30
17398,2016-04-08,Concorda,SSPCOR,Feminino,26
17399,2016-04-08,Discorda,SSPCOR,Feminino,79
17400,2016-04-08,Concorda,SSPCOR,Masculino,53
17401,2016-04-08,Concorda,Outro,Masculino,51
17402,2016-04-08,Concorda,SSPCOR,Masculino,61
17403,2016-04-08,Concorda,Palmeiras,Feminino,85
17404,2016-04-08,Concorda,SSPCOR,Masculino,38
17405,2016-04-08,Concorda,Palmeiras,Feminino,46
17406,2016-04-08,Concorda,Outro,Masculino,43
17407,2016-04-08,Concorda,Outro,Masculino,20
17408,2016-04-08,Concorda,SSPCOR,Feminino,67
17409,2016-04-08,Não sabe,Outro,Feminino,72
17410,2016-04-08,Concorda,SSPCOR,Masculino,27
17411,2016-04-08,Concorda,Palmeiras,Feminino,37
17412,2016-04-08,Concorda,SSPCOR,Feminino,47
17413,2016-04-08,Concorda,Outro,Masculino,17
17414,2016-04-08,Não sabe,Outro,Feminino,83
17415,2016-04-08,Concorda,Palmeiras,Masculino,29
17416,2016-04-08,Concorda,SSPCOR,Feminino,17
17417,2016-04-08,Concorda,SSPCOR,Feminino,26
17418,2016-04-08,Não sabe,Outro,Masculino,82
17419,2016-04-08,Não sabe,Outro,Feminino,82
17420,2016-04-08,Concorda,Outro,Masculino,60
17421,2016-04-08,Concorda,Palmeiras,Feminino,57
17422,2016-04-08,Concorda,Outro,Masculino,38
17423,2016-04-08,Não sabe,Outro,Feminino,49
17424,2016-04-09,Discorda,SSPCOR,Feminino,31
17425,2016-04-09,Não sabe,Outro,Feminino,27
17426,2016-04-09,Não sabe,Outro,Masculino,77
17427,2016-04-09,Concorda,SSPCOR,Masculino,57
17428,2016-04-09,Concorda,SSPCOR,Masculino,20
17429,2016-04-09,Concorda,SSPCOR,Masculino,21
17430,2016-04-09,Discorda,SSPCOR,Feminino,58
17431,2016-04-09,Não sabe,Outro,Feminino,75
17432,2016-04-09,Concorda,Palmeiras,Feminino,30
17433,2016-04-09,Não sabe,Outro,Feminino,81
17434,2016-04-09,Concorda,Palmeiras,Feminino,79
17435,2016-04-09,Concorda,Palmeiras,Masculino,43
17436,2016-04-09,Não sabe,Outro,Feminino,27
17437,2016-04-09,Concorda,SSPCOR,Feminino,36
17438,2016-04-09,Não sabe,Outro,Feminino,29
17439,2016-04-09,Não sabe,Outro,Feminino,63
17440,2016-04-09,Concorda,Palmeiras,Masculino,30
17441,2016-04-09,Não sabe,Outro,Feminino,44
17442,2016-04-09,Concorda,Outro,Masculino,31
17443,2016-04-09,Não sabe,Outro,Feminino,45
17444,2016-04-09,Concorda,Palmeiras,Feminino,29
17445,2016-04-10,Não sabe,Outro,Feminino,44
17446,2016-04-10,Concorda,Outro,Masculino,57
17447,2016-04-10,Concorda,SSPCOR,Masculino,58
17448,2016-04-10,Não sabe,Outro,Feminino,31
17449,2016-04-10,Concorda,SSPCOR,Feminino,79
17450,2016-04-10,Discorda,SSPCOR,Masculino,17
17451,2016-04-10,Concorda,Palmeiras,Feminino,49
17452,2016-04-10,Concorda,Outro,Masculino,23
17453,2016-04-10,Concorda,Outro,Masculino,20
17454,2016-04-10,Discorda,SSPCOR,Feminino,55
17455,2016-04-10,Concorda,Outro,Masculino,33
17456,2016-04-10,Concorda,Palmeiras,Masculino,45
17457,2016-04-10,Concorda,SSPCOR,Feminino,26
17458,2016-04-10,Concorda,Outro,Masculino,48
17459,2016-04-10,Concorda,SSPCOR,Feminino,36
17460,2016-04-10,Concorda,Outro,Masculino,16
17461,2016-04-10,Concorda,Outro,Masculino,45
17462,2016-04-10,Não sabe,Outro,Feminino,62
17463,2016-04-10,Não sabe,Outro,Feminino,75
17464,2016-04-10,Concorda,Outro,Masculino,31
17465,2016-04-10,Não sabe,Outro,Feminino,72
17466,2016-04-10,Concorda,SSPCOR,Feminino,77
17467,2016-04-10,Não sabe,Outro,Masculino,71
17468,2016-04-10,Concorda,Outro,Masculino,26
17469,2016-04-10,Concorda,Outro,Masculino,36
17470,2016-04-10,Concorda,SSPCOR,Feminino,47
17471,2016-04-10,Concorda,SSPCOR,Feminino,53
17472,2016-04-10,Concorda,Outro,Masculino,31
17473,2016-04-10,Não sabe,Outro,Feminino,52
17474,2016-04-10,Não sabe,Outro,Feminino,21
17475,2016-04-10,Concorda,Palmeiras,Feminino,53
17476,2016-04-11,Concorda,Outro,Masculino,60
17477,2016-04-11,Concorda,SSPCOR,Masculino,45
17478,2016-04-11,Concorda,Outro,Masculino,27
17479,2016-04-11,Concorda,SSPCOR,Masculino,84
17480,2016-04-11,Concorda,Palmeiras,Masculino,80
17481,2016-04-11,Não sabe,Outro,Masculino,83
17482,2016-04-11,Concorda,SSPCOR,Masculino,22
17483,2016-04-11,Concorda,SSPCOR,Masculino,51
17484,2016-04-11,Não sabe,Outro,Feminino,82
17485,2016-04-11,Concorda,SSPCOR,Feminino,39
17486,2016-04-11,Concorda,SSPCOR,Feminino,65
17487,2016-04-11,Não sabe,Outro,Masculino,68
17488,2016-04-11,Concorda,Outro,Masculino,63
17489,2016-04-11,Concorda,SSPCOR,Masculino,82
17490,2016-04-11,Não sabe,Outro,Feminino,67
17491,2016-04-11,Concorda,SSPCOR,Feminino,39
17492,2016-04-11,Não sabe,Outro,Feminino,23
17493,2016-04-11,Concorda,SSPCOR,Feminino,39
17494,2016-04-11,Não sabe,Outro,Feminino,25
17495,2016-04-11,Concorda,Palmeiras,Feminino,24
17496,2016-04-11,Concorda,Outro,Masculino,28
17497,2016-04-11,Concorda,SSPCOR,Masculino,51
17498,2016-04-11,Concorda,SSPCOR,Masculino,73
17499,2016-04-11,Não sabe,Outro,Feminino,30
17500,2016-04-11,Concorda,Outro,Masculino,56
17501,2016-04-11,Discorda,Outro,Masculino,81
17502,2016-04-11,Concorda,SSPCOR,Masculino,83
17503,2016-04-11,Concorda,SSPCOR,Feminino,60
17504,2016-04-11,Não sabe,Outro,Feminino,33
17505,2016-04-11,Discorda,SSPCOR,Masculino,79
17506,2016-04-11,Não sabe,Outro,Feminino,33
17507,2016-04-11,Não sabe,Outro,Feminino,56
17508,2016-04-11,Concorda,SSPCOR,Feminino,77
17509,2016-04-11,Discorda,SSPCOR,Masculino,79
17510,2016-04-11,Não sabe,Outro,Feminino,57
17511,2016-04-11,Concorda,SSPCOR,Feminino,31
17512,2016-04-11,Discorda,SSPCOR,Masculino,71
17513,2016-04-11,Não sabe,Outro,Feminino,48
17514,2016-04-11,Concorda,Palmeiras,Feminino,74
17515,2016-04-11,Não sabe,Outro,Feminino,70
17516,2016-04-11,Não sabe,Outro,Feminino,27
17517,2016-04-11,Concorda,Palmeiras,Feminino,84
17518,2016-04-11,Concorda,Outro,Masculino,37
17519,2016-04-11,Concorda,SSPCOR,Masculino,39
17520,2016-04-11,Concorda,Outro,Masculino,48
17521,2016-04-11,Concorda,SSPCOR,Feminino,29
17522,2016-04-11,Discorda,SSPCOR,Masculino,40
17523,2016-04-11,Concorda,SSPCOR,Feminino,51
17524,2016-04-11,Concorda,SSPCOR,Masculino,17
17525,2016-04-11,Não sabe,Outro,Feminino,60
17526,2016-04-11,Concorda,Palmeiras,Feminino,30
17527,2016-04-12,Não sabe,Outro,Masculino,84
17528,2016-04-12,Não sabe,Outro,Feminino,25
17529,2016-04-12,Concorda,SSPCOR,Masculino,62
17530,2016-04-12,Concorda,Outro,Masculino,26
17531,2016-04-12,Discorda,SSPCOR,Masculino,16
17532,2016-04-12,Não sabe,Outro,Feminino,37
17533,2016-04-12,Concorda,Palmeiras,Feminino,79
17534,2016-04-12,Concorda,Palmeiras,Feminino,71
17535,2016-04-12,Concorda,Palmeiras,Masculino,26
17536,2016-04-12,Concorda,Palmeiras,Masculino,49
17537,2016-04-12,Não sabe,Outro,Feminino,52
17538,2016-04-12,Concorda,Outro,Masculino,68
17539,2016-04-12,Concorda,SSPCOR,Feminino,56
17540,2016-04-12,Discorda,SSPCOR,Masculino,23
17541,2016-04-12,Concorda,SSPCOR,Feminino,20
17542,2016-04-12,Concorda,SSPCOR,Masculino,64
17543,2016-04-12,Discorda,SSPCOR,Feminino,64
17544,2016-04-12,Não sabe,Outro,Feminino,26
17545,2016-04-12,Não sabe,Outro,Feminino,40
17546,2016-04-12,Concorda,Outro,Masculino,47
17547,2016-04-12,Concorda,Palmeiras,Masculino,36
17548,2016-04-12,Concorda,Outro,Masculino,44
17549,2016-04-12,Concorda,SSPCOR,Feminino,23
17550,2016-04-12,Discorda,SSPCOR,Masculino,17
17551,2016-04-12,Concorda,SSPCOR,Masculino,74
17552,2016-04-12,Concorda,SSPCOR,Masculino,32
17553,2016-04-12,Concorda,Outro,Masculino,58
17554,2016-04-12,Não sabe,Outro,Feminino,18
17555,2016-04-12,Concorda,Palmeiras,Masculino,17
17556,2016-04-12,Não sabe,Outro,Feminino,60
17557,2016-04-12,Concorda,Outro,Masculino,74
17558,2016-04-13,Não sabe,Outro,Feminino,29
17559,2016-04-13,Não sabe,Outro,Feminino,75
17560,2016-04-13,Não sabe,Outro,Feminino,26
17561,2016-04-13,Não sabe,Outro,Masculino,66
17562,2016-04-13,Concorda,Palmeiras,Masculino,58
17563,2016-04-13,Não sabe,Outro,Feminino,31
17564,2016-04-13,Concorda,Outro,Masculino,39
17565,2016-04-13,Concorda,SSPCOR,Masculino,82
17566,2016-04-13,Não sabe,Outro,Feminino,36
17567,2016-04-13,Concorda,SSPCOR,Feminino,76
17568,2016-04-13,Não sabe,Outro,Feminino,48
17569,2016-04-13,Discorda,SSPCOR,Feminino,21
17570,2016-04-13,Discorda,SSPCOR,Feminino,28
17571,2016-04-13,Discorda,Outro,Masculino,85
17572,2016-04-13,Concorda,Palmeiras,Masculino,51
17573,2016-04-13,Concorda,SSPCOR,Masculino,34
17574,2016-04-13,Não sabe,Outro,Masculino,85
17575,2016-04-13,Concorda,Palmeiras,Masculino,24
17576,2016-04-13,Concorda,SSPCOR,Feminino,24
17577,2016-04-13,Concorda,Palmeiras,Masculino,52
17578,2016-04-13,Não sabe,Outro,Feminino,50
17579,2016-04-14,Concorda,Outro,Masculino,24
17580,2016-04-14,Não sabe,Outro,Feminino,19
17581,2016-04-14,Concorda,SSPCOR,Feminino,38
17582,2016-04-14,Concorda,Palmeiras,Masculino,18
17583,2016-04-14,Concorda,Palmeiras,Feminino,16
17584,2016-04-14,Não sabe,Outro,Feminino,59
17585,2016-04-14,Concorda,Outro,Masculino,23
17586,2016-04-14,Concorda,SSPCOR,Masculino,27
17587,2016-04-14,Concorda,Outro,Masculino,50
17588,2016-04-14,Concorda,Palmeiras,Masculino,24
17589,2016-04-14,Não sabe,Outro,Masculino,78
17590,2016-04-14,Não sabe,Outro,Feminino,83
17591,2016-04-14,Concorda,Outro,Masculino,27
17592,2016-04-14,Concorda,Outro,Masculino,54
17593,2016-04-14,Não sabe,Outro,Feminino,44
17594,2016-04-14,Concorda,Outro,Masculino,34
17595,2016-04-14,Concorda,Palmeiras,Masculino,80
17596,2016-04-14,Concorda,Outro,Masculino,46
17597,2016-04-14,Não sabe,SSPCOR,Masculino,18
17598,2016-04-14,Não sabe,Outro,Feminino,63
17599,2016-04-14,Não sabe,Outro,Feminino,83
17600,2016-04-14,Concorda,SSPCOR,Masculino,82
17601,2016-04-14,Concorda,Outro,Masculino,61
17602,2016-04-14,Não sabe,Outro,Feminino,37
17603,2016-04-14,Não sabe,Outro,Feminino,22
17604,2016-04-14,Não sabe,Outro,Feminino,83
17605,2016-04-14,Não sabe,Outro,Feminino,53
17606,2016-04-14,Concorda,SSPCOR,Feminino,75
17607,2016-04-14,Concorda,Outro,Masculino,19
17608,2016-04-14,Não sabe,Outro,Feminino,56
17609,2016-04-14,Não sabe,Outro,Masculino,82
17610,2016-04-14,Concorda,Palmeiras,Masculino,55
17611,2016-04-14,Concorda,SSPCOR,Feminino,55
17612,2016-04-14,Não sabe,Palmeiras,Masculino,27
17613,2016-04-14,Não sabe,Outro,Feminino,39
17614,2016-04-14,Concorda,Palmeiras,Feminino,55
17615,2016-04-15,Discorda,SSPCOR,Feminino,52
17616,2016-04-15,Concorda,SSPCOR,Masculino,71
17617,2016-04-15,Concorda,SSPCOR,Masculino,36
17618,2016-04-15,Concorda,Palmeiras,Feminino,33
17619,2016-04-15,Concorda,SSPCOR,Feminino,43
17620,2016-04-15,Concorda,Outro,Masculino,21
17621,2016-04-15,Concorda,Palmeiras,Masculino,39
17622,2016-04-15,Concorda,Outro,Masculino,50
17623,2016-04-15,Concorda,Palmeiras,Feminino,81
17624,2016-04-15,Concorda,Outro,Masculino,28
17625,2016-04-15,Concorda,Palmeiras,Masculino,31
17626,2016-04-15,Concorda,Outro,Masculino,43
17627,2016-04-15,Não sabe,Outro,Feminino,28
17628,2016-04-15,Discorda,SSPCOR,Feminino,55
17629,2016-04-15,Não sabe,Outro,Feminino,42
17630,2016-04-15,Não sabe,Outro,Masculino,67
17631,2016-04-15,Não sabe,Outro,Feminino,82
17632,2016-04-15,Concorda,SSPCOR,Masculino,45
17633,2016-04-15,Concorda,Outro,Masculino,80
17634,2016-04-15,Concorda,Palmeiras,Feminino,45
17635,2016-04-15,Concorda,Palmeiras,Masculino,44
17636,2016-04-15,Concorda,Palmeiras,Masculino,77
17637,2016-04-15,Não sabe,Outro,Feminino,37
17638,2016-04-15,Concorda,SSPCOR,Masculino,42
17639,2016-04-15,Não sabe,Outro,Feminino,35
17640,2016-04-15,Concorda,SSPCOR,Feminino,60
17641,2016-04-15,Não sabe,Outro,Feminino,19
17642,2016-04-15,Concorda,SSPCOR,Masculino,75
17643,2016-04-15,Concorda,SSPCOR,Feminino,36
17644,2016-04-15,Não sabe,Outro,Feminino,52
17645,2016-04-15,Discorda,SSPCOR,Masculino,60
17646,2016-04-15,Não sabe,Outro,Feminino,17
17647,2016-04-15,Concorda,SSPCOR,Masculino,66
17648,2016-04-15,Concorda,SSPCOR,Masculino,83
17649,2016-04-15,Concorda,Outro,Masculino,16
17650,2016-04-15,Discorda,Outro,Masculino,71
17651,2016-04-16,Concorda,Palmeiras,Masculino,60
17652,2016-04-16,Concorda,Palmeiras,Masculino,37
17653,2016-04-16,Concorda,Palmeiras,Feminino,58
17654,2016-04-16,Concorda,Palmeiras,Masculino,20
17655,2016-04-16,Concorda,SSPCOR,Feminino,19
17656,2016-04-16,Não sabe,Outro,Feminino,20
17657,2016-04-16,Concorda,SSPCOR,Feminino,33
17658,2016-04-16,Concorda,SSPCOR,Feminino,20
17659,2016-04-16,Concorda,SSPCOR,Masculino,31
17660,2016-04-16,Concorda,Palmeiras,Masculino,77
